infid^{-1},Sample#_4,Sample#_thrifty_4,vu,N_mterm,vstar,remain,1_Character,1_Cross_Character,Sample#,Sample#_thrifty,N_m,PartOne_CRM,PartTwo,PartOne_THR
81.95001,14911,1152509,0.000370852,1.924317218,0.029755734,1.924317218,0.018042589,0.014035324,9736,55067156,134316.1,0.000247536,0.531657279,1.422415674
81.61474,14853,1143046,0.000372382,1.92431871,0.029754242,1.92431871,0.018439116,0.012660092,9365,54675207,133219.33,0.000239939,0.530154472,1.42391848
81.28417,14795,1133753,0.000373902,1.924320433,0.029752758,1.924320433,0.018946202,0.014443708,9968,54154331,132142.33,0.000257688,0.532225319,1.421847872
79.415764,14468,1081941,0.000382721,1.924330998,0.0297441,1.924330998,0.018944449,0.015084165,9700,51664211,126137.27,0.000262584,0.533028944,1.421046154
78.520386,14312,1057542,0.000387097,1.924335763,0.029739812,1.924335763,0.018090825,0.014531593,9097,50544669,123309.03,0.000251655,0.531935804,1.422139771
78.341095,14281,1052690,0.000387989,1.924336993,0.029738939,1.924336993,0.016361839,0.013031524,8170,50351162,122746.55,0.000226616,0.53088875,1.423187182
78.13678,14245,1047173,0.000389006,1.924338114,0.029737938,1.924338114,0.019861748,0.015698285,9811,50010335,122107.11,0.000274416,0.533120132,1.42095592
77.57102,14146,1031975,0.000391858,1.924341374,0.029735155,1.924341374,0.019391427,0.015095838,9383,49292911,120345.266,0.000266081,0.533000763,1.421075765
77.55596,14144,1031572,0.000391933,1.924341683,0.029735084,1.924341683,0.019239238,0.015734023,9510,49247393,120298.55,0.000269848,0.533761792,1.420314975
76.5943,13976,1005999,0.000396877,1.924347229,0.029730253,1.924347229,0.020234071,0.016350605,9701,48007040,117333.75,0.000282308,0.53455023,1.419527252
75.10146,13715,966936,0.000404786,1.924355937,0.029722498,1.924355937,0.021331159,0.016973897,9765,46132643,112804.6,0.000295592,0.535206407,1.418872029
74.79144,13661,958921,0.00040647,1.924357824,0.02972085,1.924357824,0.023566046,0.016920349,10230,45754059,111875.195,0.000312492,0.535159986,1.418918688
74.64702,13636,955199,0.000407261,1.924358833,0.02972008,1.924358833,0.01864424,0.0152274,8543,45638972,111443.55,0.000261206,0.533247295,1.420831618
72.60036,13278,903225,0.000418782,1.924371298,0.029708807,1.924371298,0.021012203,0.017565736,9197,43094253,105416.234,0.000297612,0.535762641,1.418317464
70.972015,12994,862914,0.000428421,1.924381686,0.029699373,1.924381686,0.023161831,0.019047457,9611,41130607,100740.53,0.000325696,0.537562086,1.416518972
69.36747,12714,824092,0.000438363,1.924392136,0.029689638,1.924392136,0.025394202,0.019755196,9819,39271748,96236.914,0.000348418,0.538288135,1.415793639
68.903946,12633,813044,0.000441325,1.924395264,0.029686748,1.924395264,0.024439303,0.019723717,9481,38748835,94955.086,0.000340749,0.538282336,1.415799677
68.023094,12479,792253,0.00044706,1.924401232,0.029681138,1.924401232,0.022693583,0.019390686,8813,37772952,92542.83,0.000324592,0.537964135,1.416118235
67.893715,12456,789222,0.000447907,1.92440219,0.029680299,1.92440219,0.024053382,0.019563529,9095,37623878,92191.13,0.000336467,0.538172136,1.415910353
67.1556,12327,772042,0.000452853,1.924407019,0.02967547,1.924407019,0.027182201,0.021281916,9878,36765813,90197.51,0.000374008,0.539882098,1.414200391
66.98721,12298,768149,0.000453995,1.924408135,0.029674354,1.924408135,0.027688714,0.021396896,9954,36602675,89745.74,0.000378817,0.539070008,1.415012481
66.773926,12261,763232,0.000455455,1.924409554,0.029672935,1.924409554,0.022740052,0.018069419,8242,36427728,89175.15,0.000314646,0.536822425,1.417260064
65.36289,12014,731102,0.000465324,1.924419442,0.029663285,1.924419442,0.025530315,0.02095201,8985,34837252,85446.16,0.000358549,0.539551324,1.414531404
63.592937,11705,691777,0.000478327,1.92443214,0.029650588,1.92443214,0.027688204,0.022988176,9270,32929403,80881.234,0.000390962,0.541554342,1.412528385
61.20793,11288,640507,0.00049704,1.924449583,0.02963231,1.924449583,0.027826722,0.021662115,8397,30534298,74928.22,0.000381604,0.540231449,1.413850444
58.081593,10742,576292,0.000523907,1.924473533,0.029606095,1.924473533,0.031674125,0.027183761,8986,27404280,67469.42,0.00045401,0.54488155,1.409198078
56.50949,10468,545285,0.000538559,1.924485766,0.029591835,1.924485766,0.03625673,0.028479186,9351,25908252,63866.45,0.00049945,0.546650768,1.407426833
55.23727,10246,520819,0.000551006,1.924495657,0.02957968,1.924495657,0.033080131,0.026312876,8211,24790092,61023.12,0.000457917,0.544643309,1.409432028
55.035053,10210,516983,0.00055304,1.924497398,0.0295777,1.924497398,0.038767711,0.031666946,9647,24527031,60577.145,0.000543498,0.549333291,1.404741807
54.85278,10179,513536,0.000554893,1.924498837,0.029575903,1.924498837,0.03846891,0.030494181,9386,24388506,60176.543,0.000532073,0.547968043,1.406106697
54.729847,10157,511219,0.000556146,1.924499933,0.029574688,1.924499933,0.037545424,0.031029715,9293,24264278,59907.125,0.000529054,0.548838848,1.405235773
52.761528,9813,474822,0.00057699,1.924515708,0.029554383,1.924515708,0.036086555,0.027193546,7985,22603936,55675.58,0.00048781,0.545496718,1.408573373
52.54884,9776,470970,0.000579332,1.924517635,0.029552099,1.924517635,0.042570821,0.034705784,9650,22321894,55227.613,0.000596294,0.551789504,1.40228023
51.693142,9627,455629,0.000588968,1.924524393,0.029542718,1.924524393,0.044899927,0.035842649,9757,21587147,53443.617,0.00062307,0.552676073,1.401391038
50.78895,9469,439696,0.000599503,1.924531912,0.029532458,1.924531912,0.042058521,0.035036601,9002,20847302,51590.35,0.00059469,0.55208635,1.401978019
50.430794,9406,433464,0.000603787,1.924534867,0.029528311,1.924534867,0.040377163,0.03310617,8466,20574434,50865.305,0.000566648,0.550713006,1.403350171
49.372925,9221,415314,0.000616788,1.92454358,0.029515663,1.92454358,0.042230769,0.033196793,8331,19715382,48753.715,0.000581589,0.551060995,1.402998248
47.7241,8933,387802,0.000638211,1.924557006,0.029494847,1.924557006,0.045417261,0.033421171,8139,18410772,45551.793,0.00060781,0.551800292,1.40225156
47.668232,8924,386886,0.000638955,1.924557384,0.029494111,1.924557384,0.049796005,0.041071437,9343,18310966,45445.21,0.000701056,0.556130911,1.397920584
44.904972,8441,342948,0.000678496,1.924579783,0.029455737,1.924579783,0.047541968,0.03217629,7298,16295015,40329.133,0.000614193,0.552207299,1.401828222
42.946594,8099,313413,0.00070961,1.924595071,0.029425548,1.924595071,0.061456739,0.050553903,9350,14792377,36888.2,0.000864181,0.562758669,1.39126195
41.591385,7862,293755,0.000732881,1.924604851,0.029403013,1.924604851,0.065774329,0.055219554,9472,13840806,34596.867,0.000933547,0.566029579,1.387978285
40.900486,7742,283979,0.000745327,1.924609756,0.029390956,1.924609756,0.077527274,0.05586091,10090,13384145,33456.996,0.001029481,0.566089902,1.38791081
39.90053,7567,270123,0.000764126,1.924616389,0.029372759,1.924616389,0.06780622,0.054682784,8833,12740767,31841.047,0.000944753,0.56574511,1.388244038
39.717564,7535,267625,0.000767665,1.924617787,0.029369335,1.924617787,0.071431344,0.060712961,9435,12591384,31549.703,0.00101956,0.569350805,1.384636317
39.337242,7469,262470,0.000775139,1.924620003,0.029362112,1.924620003,0.072157565,0.057913916,9114,12365952,30948.375,0.001003396,0.567714381,1.386267734
38.954453,7402,257333,0.000782795,1.924622417,0.029354691,1.924622417,0.076369413,0.0623106,9524,12108090,30348.988,0.001070034,0.569809497,1.384167611
38.730892,7363,254356,0.000787349,1.924623708,0.0293503,1.924623708,0.07367827,0.060324737,9102,11977524,30001.643,0.001033718,0.568880144,1.385093865
38.17272,7265,246999,0.000798935,1.924626924,0.029339097,1.924626924,0.080131479,0.064840891,9560,11611347,29143.133,0.001118605,0.571662673,1.382303348
38.12718,7257,246404,0.0007999,1.924627246,0.029338179,1.924627246,0.080858026,0.066012852,9661,11577505,29073.633,0.001133311,0.572396227,1.381569199
37.149296,7086,233791,0.000821095,1.924632241,0.029317687,1.924632241,0.087685801,0.069101724,9790,10978073,27601.402,0.001209906,0.574037379,1.379912549
36.953896,7052,231311,0.000825466,1.924632997,0.029313474,1.924632997,0.072365333,0.052031993,7710,10926834,27311.807,0.000958745,0.56591095,1.388035521
36.693085,7007,228021,0.000831376,1.92463405,0.029307772,1.92463405,0.08082595,0.061857952,8705,10740039,26927.652,0.00110043,0.570171834,1.383769988
35.971348,6881,219040,0.000848172,1.92463715,0.029291559,1.92463715,0.075880095,0.059335198,7938,10330123,25878.754,0.001042299,0.569028881,1.384899828
35.101128,6729,208451,0.000869348,1.92463993,0.029271136,1.92463993,0.091142682,0.076021263,9326,9774628,24641.781,0.001289679,0.577703783,1.376207283
35.010155,6713,207360,0.00087163,1.924640217,0.029268942,1.924640217,0.091717128,0.075769711,9296,9723924,24514.219,0.00129215,0.577716573,1.376192585
34.76603,6670,204444,0.000877787,1.924640675,0.029263,1.924640675,0.08267286,0.067704702,8243,9614596,24173.533,0.001159423,0.574006971,1.379896704
34.55814,6634,201978,0.000883106,1.924641272,0.029257873,1.924641272,0.101353965,0.080176991,9811,9459113,23885.297,0.00140086,0.579935616,1.373963529
33.795734,6501,193061,0.000903175,1.924642484,0.029238541,1.924642484,0.097496795,0.079544424,9159,9052209,22843.031,0.00136576,0.579028952,1.374852074
32.52382,6279,178635,0.000938762,1.924642656,0.029204275,1.924642656,0.109110842,0.089988681,9536,8348317,21155.975,0.001536228,0.584793838,1.369053093
31.8893,6168,171648,0.000957588,1.924641568,0.02918617,1.924641568,0.106843371,0.089072354,9027,8030567,20338.55,0.001511254,0.583954835,1.369872903
31.755905,6144,170197,0.000961643,1.924641291,0.029182276,1.924641291,0.114465412,0.09302021,9475,7950470,20168.748,0.001600884,0.586196238,1.367627329
31.461489,6093,167016,0.000970704,1.924640362,0.029173549,1.924640362,0.11778987,0.096963624,9624,7792893,19796.504,0.001657084,0.588086829,1.365727082
31.168543,6042,163881,0.000979913,1.924639172,0.029164725,1.924639172,0.117159045,0.097992388,9466,7645729,19429.562,0.001660023,0.588562672,1.365241225
30.176422,5869,153485,0.001012392,1.924633885,0.029133534,1.924633885,0.12169637,0.099694832,9134,7162601,18212.33,0.001707867,0.589315815,1.364451604
30.027573,5843,151955,0.001017454,1.924633131,0.029128685,1.924633131,0.126117326,0.106172013,9486,7076931,18033.104,0.001792269,0.592231868,1.361529948
29.700602,5785,148621,0.001028745,1.924630625,0.02911784,1.924630625,0.131035995,0.108744304,9579,6917834,17642.516,0.001850154,0.593362638,1.360385827
28.909687,5647,140709,0.001057137,1.924623383,0.02909063,1.924623383,0.144488232,0.114381928,9796,6542813,16715.398,0.001997662,0.595714664,1.357999349
28.285137,5538,134614,0.001080681,1.924615904,0.029068068,1.924615904,0.147862321,0.119689718,9693,6252714,16000.979,0.002064557,0.597953966,1.355730006
27.534779,5407,127472,0.001110396,1.924605124,0.029039629,1.924605124,0.131280988,0.107672551,8222,5943521,15163.28,0.001842318,0.593762444,1.359882308
26.486507,5224,117820,0.001154747,1.924585302,0.028997224,1.924585302,0.161782536,0.136760423,9489,5454775,14030.702,0.002303461,0.6047851,1.348797425
26.223906,5178,115462,0.00116643,1.924579279,0.02898608,1.924579279,0.144984209,0.104427045,7791,5392413,13753.865,0.001922351,0.593349763,1.360215596
25.60043,5069,109960,0.001195109,1.924563736,0.028958708,1.924563736,0.179146138,0.142232465,9543,5088199,13107.641,0.00247972,0.60676994,1.346752504
25.51994,5055,109260,0.001198916,1.924561406,0.028955077,1.924561406,0.18473897,0.145318273,9737,5052152,13025.346,0.002546926,0.607856797,1.345659687
25.35081,5026,107795,0.001206995,1.924556589,0.028947378,1.924556589,0.174578774,0.146107271,9340,4990647,12853.2705,0.002474118,0.606430895,1.347073072
25.238688,5006,106829,0.001212406,1.924553176,0.028942207,1.924553176,0.179958539,0.14786946,9462,4945600,12739.828,0.002529379,0.606695033,1.34680035
25.168417,4994,106227,0.001215823,1.924551072,0.028938947,1.924551072,0.18433973,0.151455076,9637,4905185,12668.983,0.002591073,0.610226478,1.343263541
24.019264,4793,96611,0.001274591,1.924510966,0.02888297,1.924510966,0.202393113,0.166013995,9631,4450089,11538.501,0.002842707,0.615365923,1.338028013
23.376167,4681,91430,0.001310024,1.924483274,0.028849269,1.924483274,0.20506203,0.159176051,9027,4222219,10928.904,0.002809644,0.613010604,1.340321939
22.425177,4515,84032,0.001366189,1.924433855,0.02879593,1.924433855,0.246680324,0.190667738,9964,3855262,10057.7705,0.003375203,0.623402787,1.329826998
22.357935,4503,83521,0.00137035,1.924429803,0.028791995,1.924429803,0.238462183,0.184568769,9584,3839652,9997.547,0.003264118,0.620800911,1.332420887
22.254461,4485,82737,0.001376785,1.924423999,0.028785878,1.924423999,0.252356424,0.21286269,10430,3814526,9905.221,0.003591035,0.617170312,1.336039565
21.985146,4438,80715,0.001393852,1.924407018,0.028769719,1.924407018,0.242974627,0.198119536,9663,3698433,9666.933,0.003403625,0.625870694,1.327306043
20.1721,4121,67757,0.001520655,1.924264127,0.028649753,1.924264127,0.253134444,0.206386039,8493,3105642,8138.272,0.003543484,0.629008058,1.323905823
20.057667,4101,66978,0.001529435,1.924253231,0.028641457,1.924253231,0.276674589,0.230768507,9262,3055439,8046.2007,0.003914783,0.635487778,1.317406909
19.709566,4040,64634,0.001556791,1.924217512,0.028615663,1.924217512,0.291381492,0.244124725,9436,2941279,7769.3403,0.004131659,0.63946038,1.313372796
19.385271,3984,62489,0.001583173,1.924181566,0.028590813,1.924181566,0.310313639,0.251870426,9581,2840729,7515.776,0.004337808,0.641506027,1.311266352
19.097744,3933,60618,0.001607307,1.924147329,0.028568067,1.924147329,0.32057722,0.261771245,9633,2750997,7294.477,0.00449351,0.64434756,1.308367837
19.049866,3925,60309,0.001611406,1.924141404,0.028564218,1.924141404,0.32697036,0.264534527,9734,2735621,7257.947,0.004564388,0.645102931,1.307602691
18.490835,3827,56762,0.001660771,1.924067672,0.028517787,1.924067672,0.291131842,0.235054737,8179,2591331,6838.22,0.004056713,0.637929227,1.314656232
18.431965,3817,56395,0.001666147,1.924059124,0.028512745,1.924059124,0.351331991,0.281790111,9755,2551971,6794.7456,0.004885576,0.649603407,1.302968462
18.317139,3797,55682,0.001676737,1.924042611,0.028502794,1.924042611,0.295898838,0.203371083,7623,2556798,6710.3506,0.003847615,0.630691003,1.321854402
18.316578,3797,55678,0.001676785,1.924042663,0.028502742,1.924042663,0.364628701,0.285893031,9896,2518290,6709.941,0.005020179,0.650524341,1.302021064
17.557396,3664,51081,0.001750311,1.923920895,0.028433775,1.923920895,0.37234771,0.288613209,9247,2322101,6165.2437,0.005099082,0.645704421,1.306650249
17.321886,3623,49695,0.001774442,1.923878418,0.028411163,1.923878418,0.375513048,0.316628011,9426,2238929,6000.9546,0.00534012,0.657955045,1.294334536
17.111786,3586,48475,0.001796546,1.923838779,0.028390483,1.923838779,0.355157126,0.285884582,8530,2201790,5856.264,0.004943344,0.647917054,1.304312208
16.323774,3449,44037,0.001884579,1.923670104,0.028308222,1.923670104,0.433391,0.35027426,9479,1976896,5329.312,0.006046422,0.665110855,1.286867471
16.269604,3439,43740,0.001890947,1.923657212,0.028302279,1.923657212,0.41851852,0.353639375,9281,1960976,5294,0.005957019,0.666942416,1.285017075
16.260883,3438,43692,0.001891983,1.923655188,0.028301323,1.923655188,0.412068561,0.341533715,9052,1962973,5288.327,0.005813138,0.664250067,1.287706444
15.858202,3367,41516,0.00194077,1.923554265,0.028255857,1.923554265,0.416051381,0.358048775,8848,1860958,5029.651,0.005970549,0.668247722,1.2835624
15.805226,3358,41234,0.001947371,1.92354015,0.028249705,1.92354015,0.421775447,0.349066266,8752,1853651,4996.1035,0.005945083,0.664681802,1.287108054
15.750814,3349,40945,0.00195421,1.923525532,0.028243343,1.923525532,0.47101885,0.367564459,9445,1835648,4961.7627,0.00647003,0.668341952,1.283426923
15.226269,3257,38215,0.002022611,1.923373983,0.028179719,1.923373983,0.48377098,0.402883578,9337,1702521,4636.785,0.006840525,0.677789456,1.273764247
15.14073,3242,37779,0.002034229,1.923347202,0.028168949,1.923347202,0.500402608,0.409130805,9469,1681581,4584.8345,0.007017515,0.67916524,1.272350912
15.086149,3233,37502,0.002041705,1.923329835,0.028161997,1.923329835,0.494200451,0.40606428,9307,1670511,4551.838,0.006945417,0.678355271,1.273136562
14.215402,3080,33222,0.002168938,1.92301782,0.028044144,1.92301782,0.606899196,0.47463358,9922,1466659,4041.553,0.008346413,0.692179583,1.258882381
14.149666,3069,32910,0.002179182,1.922991305,0.028034658,1.922991305,0.570960821,0.471828915,9485,1453525,4004.2607,0.008045707,0.691799439,1.259226524
14.112008,3062,32731,0.002185106,1.922976022,0.028029199,1.922976022,0.531899687,0.438261456,8787,1453275,3982.975,0.007482455,0.68526512,1.265740101
14.055166,3052,32463,0.002194097,1.92295262,0.028020891,1.92295262,0.569837076,0.438889536,9058,1441461,3950.9536,0.007781117,0.685349458,1.265624052
14.019227,3046,32294,0.002199815,1.922937405,0.028015602,1.922937405,0.554873293,0.469229039,9149,1427173,3930.775,0.007900116,0.691444767,1.25950824
13.758752,3001,31083,0.002242208,1.922823702,0.027976479,1.922823702,0.539571407,0.460493537,8614,1375868,3786.0654,0.007712272,0.690165398,1.260634782
13.335042,2926,29163,0.002314759,1.922620417,0.027909635,1.922620417,0.6350288,0.513922595,9287,1284171,3556.4668,0.008863877,0.697967735,1.252562317
13.076348,2881,28022,0.002361419,1.922484143,0.027866738,1.922484143,0.662762157,0.552035965,9442,1226173,3419.8174,0.009372619,0.706581506,1.243769374
13.06594,2879,27976,0.002363333,1.922478514,0.027864976,1.922478514,0.574782124,0.432497842,7838,1243917,3414.376,0.007763783,0.686555743,1.263787746
12.667738,2810,26266,0.002439063,1.922247956,0.027795484,1.922247956,0.726469252,0.594434011,9634,1143737,3209.4316,0.01019224,0.713858739,1.236184701
12.377763,2759,25055,0.002497335,1.922062897,0.027742125,1.922062897,0.761915639,0.617309429,9605,1088721,3064.1802,0.010642102,0.717315895,1.232489126
12.290497,2744,24696,0.002515419,1.922003976,0.027725586,1.922003976,0.720857803,0.570300124,8876,1079661,3021.126,0.009958654,0.710078708,1.239650854
12.019802,2696,23600,0.002573215,1.921811817,0.02767277,1.921811817,0.750691646,0.633006337,9097,1023769,2889.513,0.010673743,0.720483099,1.229001488
11.952112,2685,23330,0.002588096,1.921760883,0.027659211,1.921760883,0.815963096,0.67076193,9656,1007506,2857.0596,0.011471845,0.726209174,1.22321092
11.863917,2669,22981,0.002607735,1.921693789,0.027641309,1.921693789,0.681938768,0.450961793,7282,1017205,2815.0503,0.008728051,0.695905458,1.253429641
11.507394,2607,21596,0.002690245,1.921401985,0.027566187,1.921401985,0.882796586,0.715756301,9626,928163,2648.402,0.012334537,0.733328114,1.215640058
11.304449,2571,20827,0.002739588,1.921221512,0.027521355,1.921221512,0.904324711,0.747801687,9603,891877,2555.8115,0.012747756,0.738322893,1.210419974
11.23552,2559,20569,0.002756765,1.921157217,0.02750578,1.921157217,0.912067567,0.75496811,9571,883423,2524.7385,0.012862598,0.734961826,1.213701171
11.031879,2524,19817,0.002808778,1.920959882,0.027458616,1.920959882,0.959177921,0.778369339,9619,846568,2434.0474,0.013406962,0.742032308,1.20638619
10.940188,2508,19483,0.002832846,1.92086664,0.027436821,1.92086664,0.868725491,0.7376652,8760,835862,2393.7544,0.01238912,0.737126104,1.211177357
10.529689,2436,18024,0.002945848,1.92041441,0.027334728,1.92041441,1.052134815,0.86173573,9656,762933,2217.4868,0.014767719,0.754406308,1.19334283
10.130722,2366,16662,0.003064652,1.919912204,0.027227775,1.919912204,1.088289335,0.929886625,9431,702003,2052.6309,0.015570764,0.760945166,1.186194812
10.02685,2348,16316,0.003097177,1.919769983,0.027198572,1.919769983,1.058526682,0.915559457,9044,687805,2010.7544,0.015227401,0.760567293,1.186401262
10.006033,2344,16247,0.003103778,1.919740736,0.027192653,1.919740736,1.017358198,0.869959683,8617,688031,2002.414,0.01455442,0.755197062,1.191736327
9.903923,2326,15912,0.003136562,1.919594789,0.027163243,1.919594789,1.164734774,0.956876642,9476,667377,1961.7539,0.016369166,0.766855574,1.179902457
9.794501,2307,15556,0.00317249,1.919432524,0.027131077,1.919432524,1.19370397,0.985329147,9519,650741,1918.645,0.01681256,0.770234975,1.176328626
9.658186,2283,15120,0.003218386,1.919221602,0.027089991,1.919221602,1.127206402,0.950233664,8836,635060,1865.6113,0.01602269,0.765702972,1.180608621
9.491141,2254,14593,0.003276488,1.918948771,0.027038096,1.918948771,1.250333772,1.065418666,9503,605287,1801.6355,0.017867256,0.780797479,1.165189388
9.421184,2242,14375,0.003301447,1.918829767,0.027015837,1.918829767,1.263866193,1.058314393,9391,596971,1775.1741,0.017915816,0.779540821,1.166304783
9.327303,2225,14086,0.003335543,1.918665141,0.026985437,1.918665141,1.510293489,1.101682585,10336,583106,1739.9717,0.020160675,0.783398235,1.162252343
9.138196,2192,13512,0.003406408,1.918315735,0.026922378,1.918315735,1.323346868,1.108996934,9259,558714,1670.1326,0.018764395,0.78505664,1.160181473
