infid^{-1},5_Character,5_Cross_Character,Sample#,Variance,Variance(amp),5_Character(amp),5_Cross_Character(amp),unamed1,unamed2
100.82704,0.012090766,0.011991368,10942,0.00018671362,30.370363,1966.6533,1950.4855,(1.8764691+1.0325962e-16j),305221.72
91.94103,0.014539825,0.014419675,10933,0.00022437167,30.34637,1966.518,1950.2676,(1.8764689+9.649392e-17j),253793.27
83.76713,0.017517485,0.017370239,10927,0.00027014347,30.329254,1966.704,1950.1726,(1.8764688+6.5294435e-17j),210672.86
76.03749,0.021260638,0.021085922,10923,0.0003277333,30.31769,1966.7621,1950.5996,(1.8764685+4.1080473e-17j),173586.86
69.418274,0.025507636,0.025293855,10917,0.00039301353,30.302263,1966.6986,1950.2155,(1.8764683+1.4301893e-17j),144680.11
63.781994,0.030242281,0.029948277,10916,0.0004655068,30.29997,1968.4786,1949.3419,(1.876468-4.9571458e-18j),122139.836
57.417873,0.03728561,0.03697745,10911,0.00057416013,30.286373,1966.7787,1950.5236,(1.8764675-3.720468e-17j),98981.78
52.488834,0.044616338,0.044235647,10907,0.00068680046,30.275017,1966.7437,1949.9623,(1.8764671-7.3847595e-17j),82717.0
47.559456,0.054346602,0.053899318,10907,0.0008365411,30.274782,1966.8269,1950.6395,(1.8764664-1.198952e-16j),67910.125
43.297607,0.065571144,0.065030634,10905,0.00100915,30.269373,1966.8014,1950.5887,(1.8764658-1.386824e-16j),56284.445
39.44128,0.0790225,0.07836657,10904,0.001215974,30.265388,1966.8567,1950.5308,(1.876465-1.7164269e-16j),46704.9
36.336185,0.09317222,0.09229724,10905,0.0014327827,30.26767,1968.272,1949.7878,(1.8764639-2.0611623e-16j),39640.477
32.73654,0.11471081,0.11374688,10901,0.0017646924,30.259,1966.9346,1950.4062,(1.8764626-2.3886004e-16j),32175.514
29.773865,0.13866253,0.13751172,10900,0.0021331098,30.255451,1966.7517,1950.4288,(1.876461-2.422751e-16j),26615.213
27.07164,0.16773859,0.16634843,10900,0.002580253,30.255993,1966.8992,1950.5983,(1.8764592-2.9148127e-16j),22003.322
25.643747,0.18790382,0.18507954,10919,0.002880591,30.308506,1977.0541,1947.3381,(1.876458-5.7894797e-16j),19743.393
22.656208,0.23953377,0.23738492,10898,0.0036830485,30.24836,1967.2572,1949.6089,(1.8764547-6.433165e-16j),15411.059
20.452662,0.29386154,0.29141396,10898,0.0045196684,30.25006,1966.8099,1950.4283,(1.8764514-6.040357e-16j),12559.055
18.772299,0.34894848,0.3457636,10897,0.0053646215,30.247814,1967.5066,1949.5491,(1.8764479-5.876566e-16j),10580.14
16.921455,0.4293329,0.42578113,10899,0.0066030817,30.251162,1966.933,1950.6609,(1.8764429-6.2913563e-16j),8596.68
15.38023,0.5197088,0.515427,10899,0.007993023,30.252178,1967.006,1950.8,(1.8764372-7.98559e-16j),7101.983
14.015081,0.625872,0.62072086,10899,0.009625674,30.251186,1966.9657,1950.7769,(1.8764305-1.1060308e-15j),5897.1714
12.784501,0.75211513,0.7458106,10897,0.0115661975,30.246714,1966.853,1950.3662,(1.8764226-1.0315237e-15j),4907.025
11.610562,0.91195035,0.90445733,10898,0.01402519,30.250689,1966.9698,1950.8082,(1.8764126-1.4039237e-15j),4047.2017
10.589524,1.0961411,1.0870783,10897,0.016857317,30.245537,1966.7054,1950.445,(1.8764012-1.210696e-15j),3366.6545
9.718947,1.3016274,1.2901685,10896,0.020011911,30.244543,1967.1847,1949.8666,(1.8763883-1.4214296e-15j),2835.8364
8.7645,1.6004621,1.5871949,10898,0.024612542,30.250374,1967.0693,1950.7631,(1.8763696-1.4887447e-15j),2306.177
7.975774,1.9325227,1.9165514,10898,0.029719306,30.248535,1966.9362,1950.6804,(1.8763489-2.0378133e-15j),1909.7621
7.271023,2.3253138,2.305954,10897,0.03575858,30.247623,1966.9465,1950.5703,(1.876324-1.6186196e-15j),1587.1531
6.6018815,2.820732,2.797546,10898,0.043379262,30.250847,1967.0583,1950.8893,(1.8762931-1.8652256e-15j),1308.4468
6.0724487,3.334855,3.3047795,10897,0.051265072,30.24609,1967.5448,1949.8004,(1.876261-2.4454294e-15j),1106.9829
5.5027943,4.059945,4.025178,10896,0.062425606,30.2447,1967.0105,1950.166,(1.8762155-2.606666e-15j),909.01117
5.017566,4.883131,4.840537,10895,0.0750767,30.24206,1967.001,1949.8435,(1.876164-2.5625745e-15j),755.748
4.557181,5.919672,5.8689427,10896,0.09102007,30.244726,1967.0262,1950.1696,(1.876099-2.9247692e-15j),623.4021
4.231315,6.8841343,6.799103,10903,0.10564863,30.26458,1972.0599,1947.7014,(1.8760396-3.6090897e-15j),537.4187
3.819288,8.445713,8.347588,10902,0.12966129,30.26183,1971.1567,1948.255,(1.8759418-3.8327894e-15j),437.82864
3.465293,10.24077,10.14587,10895,0.15740491,30.242537,1967.5807,1949.3473,(1.8758284-4.7208547e-15j),360.40683
3.1331663,12.522072,12.415581,10895,0.19254301,30.242289,1966.8131,1950.0868,(1.8756853-3.5917373e-15j),294.6096
2.8567214,15.066632,14.933954,10896,0.23163375,30.24528,1967.3062,1949.9819,(1.8755261-5.070936e-15j),244.89441
2.6168604,17.950306,17.791546,10893,0.2759614,30.236355,1966.7672,1949.3723,(1.8753451-4.9900515e-15j),205.47656
2.3531094,22.200117,22.016727,10897,0.3413967,30.245693,1966.7969,1950.5497,(1.8750789-4.4999858e-15j),166.12071
2.1407483,26.824871,26.603235,10897,0.41251647,30.24771,1966.9297,1950.6783,(1.8747894-4.5194235e-15j),137.46866
1.9547354,32.171513,31.899748,10896,0.4946914,30.243378,1966.8326,1950.218,(1.8744541-3.3034092e-15j),114.59634
1.7741216,39.0599,38.735004,10898,0.6006514,30.24888,1967.0614,1950.6997,(1.8740228-3.94933e-15j),94.37603
1.6226257,46.692825,46.29193,10896,0.717931,30.244009,1967.0111,1950.1228,(1.8735446-4.197242e-15j),78.92611
1.4672302,57.109295,56.63997,10898,0.87825334,30.250763,1967.0858,1950.9203,(1.8728923-3.5868076e-15j),64.51034
1.3398716,68.47667,67.90405,10897,1.0529891,30.246159,1966.9303,1950.4824,(1.8721797-3.0314888e-15j),53.77667
1.2192667,82.694595,82.00684,10897,1.2716521,30.247232,1966.9551,1950.5964,(1.871289-2.5325248e-15j),44.510063
1.1072576,100.27481,99.44939,10898,1.5420613,30.249554,1967.0217,1950.83,(1.8701878-1.421027e-15j),36.686184
1.0086744,120.82774,119.82968,10897,1.8581042,30.24768,1966.929,1950.6818,(1.8688997+3.9057965e-16j),30.423418
